product_name,brands,categories_en,origins_en,energy_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,salt_100g,nutrition-score-fr_100g
Comté,Reflets de France,"Dairies,Fermented foods,Fermented milk products,Cheeses,Fresh foods,Cooked pressed cheeses,Cow cheeses,French cheeses,Comté,Aoc-cheeses,Aoc-products,Labeled-cheeses,Labeled-products",France,1741.0,34.0,22.0,0.5,0.5,27.0,0.7,13.0
Comté,Reflets De France,"Dairies,Fermented foods,Fermented milk products,Cheeses,Cooked pressed cheeses,Cow cheeses,French cheeses,Unpasteurised cheeses,Comté,Aoc-cheeses,Labeled-cheeses",France,1741.0,34.0,22.0,0.5,0.5,27.0,0.7,13.0
Beaufort AOP au Lait Cru,"Reflets de France,Carrefour","Dairies,Fermented foods,Fermented milk products,Cheeses,Cooked pressed cheeses,French cheeses,Beaufort",France,1630.0,30.0,20.0,0.0,0.0,27.0,1.3,14.0
Véritable Andouille de Guémené fumé au bois de hêtre ,Reflets de France,"Meats,Prepared meats,Chitterling sausage",France,1016.0,20.0,10.0,0.5,0.5,16.0,2.4,22.0
Filets de poulet,Carrefour,"Meats,Poultries,Chickens,Chicken breasts",France,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
Filet de poulet,Carrefour,"Meats,Poultries,Chickens,Chicken breasts",France,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
Filets de Poulet,carrefour,"Meats,Poultries,Chickens,Chicken breasts",France,423.0,0.9,0.4,0.7,0.7,22.0,1.7,3.0
Filet de Poulet,Carrefour,"Meats,Poultries,Chickens,Chicken breasts",France,506.0,4.5,1.4,1.0,0.7,19.0,0.7,0.0
Lait de chèvre,candia,Dairies,France,753.0,1.6,1.0,4.2,4.2,2.9,0.1,1.0
chiche des pâtes !,É-Pâtes-Antes,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas,Dry pastas",France,1406.0,5.9,0.6,44.3,2.3,18.6,0.057999999999999996,-1.0
Madeleines,ker cadelec,fr:epicerie-sucree,France,1930.0,26.0,2.8,51.6,24.8,4.4,1.2,17.0
petit brie,chêne d'argent,"Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,Soft cheeses with bloomy rind,French cheeses,Bries",France,1469.0,31.0,22.0,1.0,0.5,17.0,1.4,15.0
Jambon de Bayonne,Maison MONTAUZER,"Meats,Prepared meats",France,983.0,11.5,4.7,0.5,0.5,32.8,4.3,16.0
Mimolette 1/2 Vieille Isigny,Leclerc,"Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,French cheeses,Uncooked pressed cheeses,Mimolette cheese,Half-aged mimolettes,fr:fromages-du-nord-pas-de-calais",France,1515.0,26.0,18.0,1.5,1.5,31.0,2.5,19.0
Barbecue Ribs à la Mexicaine,Brocéliande,"Meals,Meat-based products,Meals with meat,Pork meals,fr:ribs-de-porc",France,1000.0,16.9,5.9,3.3,2.0,18.3,1.7,14.0
L'Original Jambon Sans Sel Nitrité,"Bi1,Morvan","Meats,Prepared meats,Hams,White hams",France,941.0,17.2,5.9,0.5,0.4,15.9,1.4,13.0
chocolat noir 71%,Dardenne,"Snacks,Sweet snacks,Chocolates,Dark chocolates",France,2544.0,48.0,28.0,34.0,30.0,6.7,0.0,23.0
Saucisse Antillaise,"Sans marque,St Géry","Meats,Prepared meats,Sausages,fr:saucisses-antillaises",France,1297.0,28.36,11.36,2.91,1.69,12.59,1.58,20.0
2 Chateaubriands,Charal,"Meats,Beef,Fresh meats,fr:viandes-fraiches-de-boeuf",France,473.0,2.3,0.8,0.0,0.0,23.0,0.17,-4.0
Jambon fumé supérieur,"Le Wacq,Le Coduno,La Collégiale","Meats,Prepared meats,Hams,White hams,White smoked hams",France,479.0,3.7,1.29,0.6,0.6,20.1,2.3,12.0
jus de  carotte,u,"Plant-based foods and beverages,Beverages,Plant-based beverages,Vegetable-based foods and beverages,Juices and nectars,Vegetable-based beverages,Vegetable juices,Carrot juices",France,130.0,0.5,0.1,6.3,6.3,0.6,0.1,0.0
"Candy el pecas, duvalin milk candy, strawberry and vanilla, strawberry and vanilla",Minute Maid,"Snacks,Sweet snacks,Confectioneries,Apple-juice-from-concentrate",Foreign,2510.0,33.33,6.67,66.67,66.67,0.0,0.0,23.0
"Hampe de boeuf **, à griller",U,"Meats,Beef",France,963.0,17.1,8.1,0.0,0.0,19.4,0.2,5.0
Rôti de porc filet,U,"Meats,Pork",France,628.0,7.5,2.8,0.0,0.0,20.6,0.11,-2.0
Filet mignon de porc,U,"Meats,Pork",France,516.0,4.2,1.6,0.0,0.0,21.2,0.11,-3.0
U Saveurs - Jambon à l'ancienne cuit au torchon,U Saveurs,"Meats,Prepared meats,Hams,White hams",France,674.0,7.9,2.9,0.3,0.3,22.1,1.9,12.0
Lapin entier découpé sans tête,U,"Meats,Rabbit meat",France,570.0,5.8,2.0,0.5,0.4,20.4,0.13,-3.0
"Demi lapin découpé sans tête, sans foie",U,"Meats,Rabbit meat",France,570.0,5.8,2.0,0.5,0.4,20.4,0.13,-3.0
Filet de poulet blanc,U,"Meats,Poultries,Chickens",France,440.0,1.3,0.4,0.0,0.0,23.0,0.11,-4.0
Tranché de filet de dinde à la Provençale,U,"Meats,Poultries,Turkeys",France,487.0,1.3,0.5,1.4,1.4,23.8,1.4,1.0
Poulet blanc fermier,"U, U Bio","Meats,Poultries,Chickens",France,438.0,1.63,0.37,0.0,0.0,22.2,0.125,-4.0
Aile de poulet colombo,U,"Meats,Poultries,Chickens",France,729.0,10.6,3.3,1.9,0.8,18.0,1.58,12.0
Cuisse de poulet Colombo,U,"Meats,Poultries,Chickens",France,967.0,17.5,5.3,2.0,0.7,16.9,1.54,13.0
aiguillettes de poulet blanc,système U,"Meats,Poultries,Chickens,fr:Aiguillettes de poulet",France,435.0,1.3,0.4,0.0,0.0,23.0,0.11,-4.0
Tommette aux Herbes de Provence,Fruitière de Domessin,"Dairies,Fermented foods,Fermented milk products,Cheeses,Fresh foods,Cow cheeses,French cheeses,Mountain products,Mountain cheeses,Pasteurized cheeses,Tomme cheese from cow's milk,Tomme-cheese-from-mountain-or-savoy",France,1481.0,28.1,18.6,1.1,0.5,24.2,2.06,18.0
Roquefort Vernières,Vernières,"Dairies,Fermented foods,Fermented milk products,Cheeses,Blue-veined cheeses,French blue-veined cheeses,Sheep's-milk cheeses,Roquefort cheeses",France,1527.0,31.0,20.0,1.5,0.5,19.0,3.1,19.0
Jambon de Paris supérieur en tranches,Charles Keller,"Meats,Prepared meats",France,519.0,3.7,1.8,0.7,0.7,22.0,1.9,5.0
Pains aux 2 lins,La Campanière,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Seeds,Breakfasts,Cereals and their products,Cereal grains,Breads,Flax seeds,Special breads,Brown flax seeds,Gold flax seeds",France,1105.0,5.0,0.6,40.5,3.1,10.0,1.2,3.0
Pain aux 2 lins,La fournée campanière,fr:pains-aux-graines,France,1105.0,5.0,0.6,40.5,3.1,10.0,1.2,-2.0
Pain aux 2 lins,Bleu Blanc Coeur,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads",France,1105.0,5.0,0.6,40.5,3.1,10.0,1.2,-2.0
Emmental,Vert Bosquet,"Dairies,Fermented foods,Fermented milk products,Cheeses,Cooked pressed cheeses,Cow cheeses,Emmentaler",France,1529.0,28.0,19.0,1.0,0.5,28.0,0.6,11.0
Gruyere,"F.L.C.,Vert Bosquet","Dairies,Fermented foods,Fermented milk products,Cheeses,Cooked pressed cheeses,Cow cheeses,French cheeses,French Gruyères",France,1590.0,30.0,21.0,0.5,0.5,27.0,0.65,11.0
Emmental Francais,Tous à Table,"Dairies,Fermented foods,Fermented milk products,Cheeses,Cooked pressed cheeses,Cow cheeses,Emmentaler,French cheeses,French emmentaler",France,1590.0,30.0,21.0,0.5,0.5,27.0,0.64,11.0
Veritable andouillette de Jargeau,Tradival,"Meats,Prepared meats,fr:Charcuteries cuites,fr:Andouillettes",France,1040.0,20.0,9.2,1.2,1.2,17.0,1.9,20.0
Saucisse de volaille,Réghalal,"Meats,Prepared meats,Sausages,Poultries,Turkeys,Poultry sausages,Turkey sausages",France,847.0,14.2,0.3,1.5,1.0,17.4,1.5,3.0
Palette à la Diable,Maître Jacques,"Meals,Meat-based products,Meals with meat,Pork meals,Refrigerated foods,Refrigerated meals",France,870.0,16.0,5.7,1.4,0.6,14.0,2.4,17.0
Fromage Frais nature,Malo,"Dairies,Desserts,Fermented foods,Fermented milk products,Cheeses,Dairy desserts,fr:Fromages blancs,fr:Fromages blancs natures",France,293.0,3.0,2.1,4.4,4.4,6.0,0.2286,0.0
Rôti de Porc Cuit Supérieur,Salaison du Terroir,"Meats,Pork,Pork roasts",France,711.0,3.2,3.2,1.4,0.0,22.0,1.6,12.0
Aiguillettes de Canard,"Le Domaine d'Ernest,Ernest Soulard","Meats,Fresh meats,Poultries,Ducks,fr:Aiguillettes de canard",France,418.0,1.2,0.1,0.5,0.5,22.0,0.14,-4.0
Le Vieux Pané,Fromageries Perreault,"Dairies,Fermented foods,Fermented milk products,Cheeses,Pasteurized cheeses,Soft cheeses with washed rind",France,1282.0,25.0,17.0,0.5,0.5,21.0,1.5,14.0
Poulet Cuit Fumé Prêt à Consommer,Leader Price,"Meats,Poultries,Chickens,Cooked poultries,Cooked chicken",France,771.0,11.2,3.0,1.0,1.0,20.4,1.43,5.0
saucisse de viande,metzger muller,"Meats,Prepared meats",France,4824.0,25.6,10.3,0.5,0.4,12.0,2.4,30.0
Tourte au Riesling d'Alsace,Metzger Muller,"Meals,Meat-based products,Pies,Meals with meat,Refrigerated foods,Refrigerated meals,Two-crust Pies",France,1079.0,15.2,8.4,19.3,1.1,10.8,1.8,18.0
Comté AOP Bio (34 % MG) ,"Carrefour BIO,Carrefour","Dairies,Fermented foods,Fermented milk products,Cheeses,Fresh foods,Cooked pressed cheeses,Cow cheeses,French cheeses,Unpasteurised cheeses,Comté,Aoc-cheeses,Aoc-products,Labeled-cheeses,Labeled-products,fr:fromages-bio",France,1740.0,34.0,23.0,0.6,0.5,27.0,1.27,14.0
boeuf jean rozé,Intermarché,fr:viande-rouge,France,904.0,16.0,6.5,0.5,0.5,18.0,0.3,4.0
saucisses de Montbéliard,Thiriet,"Meats,Frozen foods,Prepared meats,Sausages,French sausages,Frozen meats,Montbéliard sausages",France,1259.0,25.0,10.0,1.0,1.0,18.0,1.93,20.0
Palette à la Diable,MORITZ,"Meats,Fresh meats",France,569.0,8.4,3.6,1.1,0.5,14.0,1.7,11.0
L'Authentique Palette à l'Emmental rôtie d'Alsace,Moritz,Meats,France,698.0,8.1,3.3,0.5,0.4,22.9,1.6,12.0
Palette à l'emental,Moritz,"Meats,Pork",France,699.0,8.1,3.3,0.5,0.4,22.9,1.6,12.0
Filet mignon de porc extra tendre fumé délicatement,Cooperl,"Meats,Pork,fr:filets-mignons",France,590.0,4.0,1.6,0.2,0.2,25.8,0.46,-1.0
reblochon de savoie A.O.P.,from waitrose,"Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,French cheeses,Uncooked pressed cheeses,Unpasteurised cheeses,Reblochon,Aoc-cheeses,Labeled-cheeses",France,1410.0,28.2,19.8,0.7,0.2,19.4,1.4,14.0
tournedos dans le filet,Charal,"Meats,Fresh meats",France,862.0,14.0,4.8,0.0,0.0,20.0,0.16,1.0
Tournedos dans le filet,Charal,"Meats,Beef",France,858.0,14.0,4.8,0.0,0.0,20.0,0.16,1.0
2 Tournedos dans le Filet,Charal,"Meats,Beef,Fresh meats,fr:tournedos",France,476.0,2.3,0.8,0.0,0.0,23.0,0.17,-4.0
1 Faux-Filet persillé & savoureux,Charal,"Meats,Beef",France,633.0,7.0,3.4,0.0,0.0,22.0,0.2,-1.0
2 Entrecôtes,Charal,"Meats,Beef,Beef rib steak,Raw-beef-meat,Raw-beef-rib-steak,Raw-meats",France,958.0,17.0,7.800000190734901,0.0,0.0,19.0,0.15000000596045998,4.0
Bifteck,Charal,"Meats,Beef,Beef steaks,Fresh meats,fr:bifteck",France,476.0,2.3,0.8,0.0,0.0,23.0,0.17,-4.0
1 Bifteck,Charal,"Meats,Beef,Beef steaks,fr:biftecks",France,465.0,2.0,0.9,0.0,0.0,23.0,0.2,-4.0
2 Biftecks,Charal,"Meats,Beef,Fresh meats,fr:biftecks",France,476.0,2.3,0.8,0.0,0.0,23.0,0.17,-4.0
2 pavés ***,charal,"Meats,Beef",France,465.0,2.0,0.9,0.0,0.0,23.0,0.2,-4.0
2 pavés viande bovine,charal,"Meats,Beef",France,473.0,2.3,0.8,0.0,0.0,23.0,0.17,-4.0
2 Bavettes d'Aloyau,Charal,"Meats,Beef,Fresh meats,fr:bavettes",France,551.0,5.7,2.2,0.0,0.0,20.0,0.19,-2.0
2 Faux-Filets de Bœuf,Charal,"Meats,Beef,Fresh meats",France,622.0,6.7,1.7,0.0,0.0,22.0,0.16,-3.0
Petits beurre au chocolat noir,Biscotto GmbH,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits,Dark chocolate biscuits",Foreign,2140.0,27.1,17.1,57.1,35.7,6.43,0.5,25.0
Petite Metka,Le Douesy,"Meats,Prepared meats,Sausages,Smoked sausages",France,1331.0,26.0,11.0,1.1,1.1,20.0,2.9999999999999907,23.0
Poitrine plate de porc,Maison ADER,"Meats,Prepared meats,fr:Charcuteries diverses",France,1760.0,34.7,14.0,0.16699999999999998,0.16699999999999998,27.0,3.05,25.0
Palette à la Diable,Moritz,"Meats,Meals,Meat-based products,Meals with meat,Pork,Pork meals,Refrigerated foods,Microwave meals,Refrigerated meals,Devilled pork shoulder in mustard sauce",France,569.0,8.4,3.6,1.1,0.5,14.0,1.7,11.0
Palette d'Alsace à la Diable Rôtie,Moritz,"Meats,Meals,Fresh foods,Meat-based products,Meals with meat,Pork,Fresh meals,Pork meals",France,698.0,8.1,3.26,0.5,0.4,22.9,1.6,12.0
Roquefort  Société 1863,Roquefort,"Dairies,Fermented foods,Fermented milk products,Cheeses,Blue-veined cheeses,French blue-veined cheeses,Sheep's-milk cheeses,Roquefort cheeses",France,1496.0,31.7,22.5,0.0,0.0,19.0,3.7,19.0
Lion,nestlé,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breakfasts,Cereals and their products,Breakfast cereals",France,1715.0,7.4,3.1,75.7,28.7,7.5,0.5,11.0
"Freeb Gemüse-Lasagne, Lasaña de Verduras",Bofrost,"Meals,Pasta dishes,Prepared lasagne,Vegetarian lasagne",Foreign,502.0,6.1,1.9,11.8,2.6,3.6,0.95,-2.0
La Motte d'Antan,Le Gall,"Dairies,Spreads,Fats,Spreadable fats,Animal fats,Milkfat,Dairy spread,Butters",France,3109.0,82.0,53.0,0.6,0.6,0.7,0.03,19.0
Chips Nature,Sibell,"Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Salty snacks,Appetizers,Chips and fries,Crisps,Potato crisps",France,2305.0,36.0,3.1,50.7,0.4,5.1,1.21,14.0
Tartare - familial,"Tartare,Savencia","Dairies,Fermented foods,Spreads,Fermented milk products,Salted spreads,Cheeses,Cow cheeses,Pasteurized cheeses,Cheese spreads,Uncured-soft-cheese-spreadable-around-30-40-fat-flavoured",France,1456.0,34.5,24.5,2.3,2.3,7.0,1.1,14.0
Hähnchen Filetstreifen,Wiesenhof,"Meats,de:hähnchen",Foreign,442.0,1.6,0.5,0.0,0.0,22.5,0.1,-4.0
Gâche en tranche épaisse,Thomas Brioche,"Snacks,Sweet snacks,Viennoiseries,Brioches",France,1650.0,16.0,12.0,53.0,16.0,8.9,0.93,21.0
Galettes de Bretagne au sarrasin,Reflets de France,"Snacks,Sweet snacks",France,2134.0,25.0,17.0,64.0,30.0,6.2,0.87,23.0
dracula,trolli,"Snacks,Sweet snacks,Confectioneries,Candies",France,1410.0,0.1,0.1,79.0,44.0,4.9,0.2,13.0
biscottes artisanales l'authentique,La Chanteracoise,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Zwieback",France,1544.0,7.7,6.6,62.0,1.9,11.0,1.5,16.0
Carottes à cuisiner,primeale,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Carrots",France,151.0,0.2,0.04,6.8,4.7,0.5,0.17300000000000001,-4.0
Sarrasin Canelle,Atelier Sarrasin,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits",France,1862.0,15.8,7.1,64.6,26.6,8.5,0.83,20.0
"Yaourt au lait entier, sucré, infusé à la gousse de vanille",Relais H café,"Dairies,Fermented foods,Fermented milk products,Yogurts,Flavoured yogurts",France,536.0,7.5,4.9,12.0,11.0,2.7,0.0899999999999999,6.0
dès de jambon,tradilege,"Meats,Prepared meats,Hams,White hams,Diced ham",France,502.0,2.5,0.9,1.4,1.4,23.0,1.8,3.0
Emmental français,étoile d'or,"Dairies,Fermented foods,Fermented milk products,Cheeses,Cooked pressed cheeses,Cow cheeses,Emmentaler,French cheeses,French emmentaler",France,1544.0,29.0,19.0,0.5,0.5,27.0,0.5,11.0
Farine de petit épeautre t150,"Biocoop,Ensemble,Biocoop Ensemble","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Flours,Cereal flours,Cooking helpers,Wheat flours,Whole wheat flours,Einkorn wheat flours,Whole einkorn wheat flours",France,1503.0,3.3,0.51,66.7,3.6,11.6,0.0,-6.0
vegan mayo,la vie Claire,"Groceries,Sauces,Mayonnaises,Egg-free mayonnaises",France,2268.0,57.0,4.0,3.7,3.4,1.7,1.0,13.0
Confiture de Tomate Verte & Poivre Noir du Timut du Népal,O Ma! Gourmandise(s),"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Spreads,Breakfasts,Vegetables based foods,Plant-based spreads,Sweet spreads,Tomatoes and their products,Fruit and vegetable preserves,Jams,Tomato jams,Vegetable-jams",France,791.0,0.3,0.0,46.4,42.0,0.8,0.1,10.0
biscuits pur beurre de savoie,Delaunay Leveillé,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits",France,2084.0,25.1,15.5,64.4,31.1,6.2,0.7,26.0
Lasagnes à la bolognaise,Qilibri,"Meals,Pasta dishes,Prepared lasagne,Microwave meals,Bolognese lasagne",France,478.0,5.1,1.9,10.7,3.4,5.7,0.88,2.0
chili de maquereau,la belle-iloise,"Seafood,Fishes,Fish preparations",France,619.0,8.9,1.6,7.7,2.0,7.5,0.86,1.0
So Soja! à la Grecque - noisette,Sojade,"Dairies,Desserts,Fermented foods,Fermented milk products,Non-dairy desserts,Non-dairy fermented foods,Non-dairy yogurts,Yogurts",France,423.0,4.6,0.6,9.4,8.5,5.1,0.1,-1.0
Palets aux Perles de Chocolat,Fauchon,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits",France,2210.0,29.1,19.1,60.0,23.6,7.27,0.7390000000000001,19.0
yaourt au lait de Brebis saveur citron,Délisse,"Dairies,Fermented foods,Fermented milk products,Yogurts,Sheep milk Yogurts",France,372.0,2.7,2.0,11.0,10.0,5.2,0.13,1.0
crosty,J.FAVRICHON,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products",France,1715.0,12.0,2.6,59.0,17.0,11.0,0.2,0.0
langues de chat,carrefour,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Dry biscuits,Cat tongue",France,1790.0,10.0,4.55,79.1,43.6,4.55,0.636,16.0
fromage frais de campagne,Gérentes,"Dairies,Desserts,Fermented foods,Fermented milk products,Cheeses,Dairy desserts,fr:Fromages blancs,fr:plastique",France,385.0,6.0,3.7,4.0,4.0,5.4,0.08,1.0
Tendrépis Brioche tranchée Familiale,EPF,"Snacks,Sweet snacks,Viennoiseries,Brioches,fr:Brioches tranchées",France,1423.0,8.0,1.1,58.0,12.0,8.3,1.2,12.0
soja,u,"Desserts,Fermented foods,Non-dairy desserts,Non-dairy fermented foods,Non-dairy yogurts",France,339.0,1.7,0.4,1.26,1.1,3.1,0.1,-1.0
Boulot campagne Biofournil,Biofournil,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads",France,1071.0,1.2,0.2,51.0,1.0,7.7,1.1,0.0
MIssissippi Burger Sauce,Fremont Deutschland GmbH,"Groceries,Sauces",Foreign,2226.0,50.6,3.7,17.4,15.8,1.7,2.1,21.0
Téma,TÉMA,"Plant-based foods and beverages,Beverages,Plant-based beverages",France,5.0,0.0,0.0,1.5,1.0,0.1,0.0,2.0
Tofu artisanal nature (momen),L'Atelier Tofu,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Meat analogues,Tofu",France,417.0,5.32,0.66,1.78,1.6,13.8,0.35,-4.0
Tofu artisanal fumé,L'Atelier Tofu,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Meat analogues,Tofu",France,574.0,7.6,1.2,2.0,0.5,15.2,0.3,-2.0
8 pains au lait,la Boulangère,"Snacks,Sweet snacks,Viennoiseries,Milk bread rolls",France,334.0,12.9,1.14,52.9,10.9,8.86,0.943,0.0
sauce tomates artisanale,les délices de st Cirice,"Groceries,Sauces,Tomato sauces",France,163.0,0.6,0.1,8.0,4.0,0.5,0.01,-5.0
muesli super fruit,bjorg,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breakfasts,Cereals and their products,Breakfast cereals,Cereals with fruits,Mueslis,Mueslis with fruits",Foreign,1477.0,6.0,1.0,59.0,17.0,11.0,0.03,-3.0
La puree Brovolis,Créaline,Fresh foods,France,874.0,2.6,1.6,3.8,1.5,2.2,0.68,4.0
parmentier de canard écrasé de pommes de terre,Monsieur et Madame BOC,"Meals,Meat-based products,Meals with meat,Poultry meals,Duck dishes,Shepherd's pie with duck",France,748.0,12.0,4.1,8.1,2.6,9.2,0.88,4.0
la faisselle,rians,"Dairies,Desserts,Fermented foods,Fermented milk products,Dairy desserts,fr:Fromages blancs",France,310.0,4.5,2.9,4.7,4.3,3.6,0.12,0.0
Croquotant au Chocolat,La campanière,"Biscuits and cakes,Cakes,Chocolate cakes",France,1669.0,28.6,14.2,29.1,24.2,5.2,0.27,18.0
light ans free vu suzette,danone,fr:specialite-laitiere-sucree,France,268.0,1.2,0.8,9.2,8.1,4.0,0.14,-1.0
Biscuits chocolat et quinoa,casino bio,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits",France,1980.0,17.2,7.1,71.0,24.9,7.69,0.5329999999999999,16.0
Fondant chocolat,Vrai,"Desserts,Chocolate desserts",France,569.0,5.5,3.6,17.3,16.2,3.5,0.14,3.0
Biscottes à la farine complète,le moulin du pivert,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Toasts,Wholemeal rusk,Zwieback",France,1577.0,5.7,0.9,63.8,3.3,12.6,0.542,-4.0
Brioche Tressé au Beurre,La Fourne Dorée,"Snacks,Sweet snacks,Biscuits and cakes,Pastries",France,1339.0,10.0,7.0,50.0,14.0,8.0,1.05,15.0
Dessert au Soya • Sojasun,SojaSun,fr:dessert-au-soya-saveur-chocolat,France,456.0,2.0,0.5,18.8,15.9,3.6,0.1524,2.0
boulettes provençales,interdis,Meats,France,1084.0,20.0,8.1,3.9,2.5,15.0,1.6,18.0
TERRINE DE CAMPAGNE jean brunet 320g,Jean brunet,"Meats,Prepared meats,fr:Charcuteries diverses,Pâté,Pork Pâtés,Country-style Pâtés",France,1393.0,31.0,14.0,0.7,0.7,14.0,1.6,21.0
tagliatelles poulet weight warchers,weight Watchers,Meals,France,1293.0,7.2,2.7,36.0,3.0,24.0,2.1,12.0
koukee dark,Keks Koukee,Biscuits and cakes,Foreign,2197.0,8.6,2.2,7.8,6.5,3.2,0.2,6.0
PurSoup',Liebig,"Meals,Soups,Cold soups",France,1439.0,2.6,2.6,11.7,5.7,1.5,1.8,10.0
Poulet Basquaise et son riz,Comme j'aime,"Meals,Meat-based products,Meals with meat,Rice dishes,Poultry meals,Meals with chicken,Microwave meals,Chicken Basque style",France,501.0,3.2,0.6,16.0,1.0,6.9,0.8,0.0
Saure Landpute in Aspik,Mecklenburger,"Meats,Prepared meats",Foreign,372.0,3.9,1.0,3.6,2.8,9.4,0.53,-2.0
Poulet aux 5 légumes du soleil et son blé,Comme j'aime,"Meals,Meat-based products,Meals with meat,Poultry meals,Meals with chicken,Microwave meals",France,414.0,2.1,0.5,11.8,1.4,7.3,0.9,-1.0
Déliform nature,Auchan,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breakfasts,Cereals and their products,Breakfast cereals",France,1573.0,0.7,0.2,82.0,18.0,7.4,1.11,6.0
Danette Chocolat,Danone,"Dairies,Desserts,Dairy desserts,Dessert creams",France,509.0,3.04,1.92,19.9,17.5,3.28,0.14400000000000002,3.0
Lait demi-écrémé  UHT bio Envia,Envia Lidl,"Dairies,Milks,Semi-skimmed milks,Organic semi-skimmed milks",France,192.0,1.5,1.0,4.8,4.8,3.2,0.11,0.0
Poulet sauce aigre-douce et son riz aux carottes,Comme j'aime,"Meals,Meat-based products,Meals with meat,Rice dishes,Poultry meals,Meals with chicken,Microwave meals",France,474.0,2.5,0.3,15.4,1.9,6.9,0.7,0.0
mimolette francaise,isigny ste mere,"Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses",France,1561.0,27.0,18.0,1.5,1.5,31.0,2.5,19.0
Poulet rôti et sa purée de pommes de terre,Comme j'aime,"Meals,Meat-based products,Meals with meat,Poultry meals,Meals with chicken,Microwave meals",France,370.0,3.4,1.2,7.3,0.2,6.6,0.733,0.0
Paëlla,Comme J'aime,"Meals,Meat-based products,Meals with meat,Rice dishes,Poultry meals,Meals with chicken,Microwave meals,Paella",France,555.0,3.4,0.7,18.2,1.2,6.7,0.8,-1.0
Brioche vendéenne pur beurre,Thomas Brioche,"Snacks,Sweet snacks,Viennoiseries,Brioches,fr:Brioches Vendéennes",France,1628.0,16.2,11.8,49.4,15.1,9.1,0.84,18.0
